313.271,40.1205,-0,7.58311e-07,0,0
313.27,-0.00092041,-0,1.79287e-08,0,0
313.27,1.66418e-08,0,-5.39513e-13,0,0
313.27,5.74971e-10,0,-1.20756e-13,0,0
313.27,-7.60167e-10,-0,1.08212e-13,0,0
313.27,0,0,-0,0,0
313.27,2.57728e-10,-0,2.85979e-14,0,0
313.27,5.02439e-10,0,-1.3681e-13,0,0
313.27,0,0,-0,0,0
313.27,3.30147e-10,-0,1.74944e-13,0,0
313.27,0,0,-0,0,0
313.27,-1.09031e-09,0,-6.67319e-14,0,0
313.27,0,0,-0,0,0
313.27,2.57728e-10,-0,2.85979e-14,0,0
313.27,5.02439e-10,0,-1.3681e-13,0,0
313.27,0,0,-0,0,0
313.27,3.30147e-10,-0,1.74944e-13,0,0
313.27,0,0,-0,0,0
313.27,-1.09031e-09,0,-6.67319e-14,0,0
313.27,0,0,-0,0,0
313.27,2.57728e-10,-0,2.85979e-14,0,0
313.27,5.02439e-10,0,-1.3681e-13,0,0
313.27,0,0,-0,0,0
313.27,3.30147e-10,-0,1.74944e-13,0,0
313.27,0,0,-0,0,0
313.27,-1.09031e-09,0,-6.67319e-14,0,0
313.27,0,0,-0,0,0
313.27,2.57728e-10,-0,2.85979e-14,0,0
313.27,5.02439e-10,0,-1.3681e-13,0,0
313.27,0,0,-0,0,0
313.27,3.30147e-10,-0,1.74944e-13,0,0
313.27,0,0,-0,0,0
313.27,-1.09031e-09,0,-6.67319e-14,0,0
313.27,0,0,-0,0,0
313.27,2.57728e-10,-0,2.85979e-14,0,0
313.27,5.02439e-10,0,-1.3681e-13,0,0
313.27,0,0,-0,0,0
313.27,3.30147e-10,-0,1.74944e-13,0,0
313.27,0,0,-0,0,0
313.27,-1.09031e-09,0,-6.67319e-14,0,0
313.27,0,0,-0,0,0
313.27,2.57728e-10,-0,2.85979e-14,0,0
313.27,5.02439e-10,0,-1.3681e-13,0,0
313.27,0,0,-0,0,0
313.27,3.30147e-10,-0,1.74944e-13,0,0
313.27,0,0,-0,0,0
313.27,-1.09031e-09,0,-6.67319e-14,0,0
313.27,0,0,-0,0,0
313.27,2.57728e-10,-0,2.85979e-14,0,0
313.27,5.02439e-10,0,-1.3681e-13,0,0
313.27,0,0,-0,0,0
313.27,3.30147e-10,-0,1.74944e-13,0,0
313.27,0,0,-0,0,0
313.27,-1.09031e-09,0,-6.67319e-14,0,0
313.27,0,0,-0,0,0
313.27,2.57728e-10,-0,2.85979e-14,0,0
313.27,5.02439e-10,0,-1.3681e-13,0,0
313.27,0,0,-0,0,0
313.27,3.30147e-10,-0,1.74944e-13,0,0
313.27,0,0,-0,0,0
313.27,-1.09031e-09,0,-6.67319e-14,0,0
313.27,0,0,-0,0,0
313.27,2.57728e-10,-0,2.85979e-14,0,0
313.27,5.02439e-10,0,-1.3681e-13,0,0
313.27,0,0,-0,0,0
313.27,3.30147e-10,-0,1.74944e-13,0,0
313.27,0,0,-0,0,0
313.27,-1.09031e-09,0,-6.67319e-14,0,0
313.27,0,0,-0,0,0
313.27,2.57728e-10,-0,2.85979e-14,0,0
313.27,5.02439e-10,0,-1.3681e-13,0,0
313.27,0,0,-0,0,0
313.27,3.30147e-10,-0,1.74944e-13,0,0
313.27,0,0,-0,0,0
313.27,-1.09031e-09,0,-6.67319e-14,0,0
313.27,0,0,-0,0,0
313.27,2.57728e-10,-0,2.85979e-14,0,0
313.27,5.02439e-10,0,-1.3681e-13,0,0
313.27,0,0,-0,0,0
313.27,3.30147e-10,-0,1.74944e-13,0,0
313.27,0,0,-0,0,0
313.27,-1.09031e-09,0,-6.67319e-14,0,0
313.27,0,0,-0,0,0
313.27,2.57728e-10,-0,2.85979e-14,0,0
313.27,5.02439e-10,0,-1.3681e-13,0,0
313.27,0,0,-0,0,0
313.27,3.30147e-10,-0,1.74944e-13,0,0
313.27,0,0,-0,0,0
313.27,-1.09031e-09,0,-6.67319e-14,0,0
313.27,0,0,-0,0,0
313.27,2.57728e-10,-0,2.85979e-14,0,0
313.27,5.02439e-10,0,-1.3681e-13,0,0
313.27,0,0,-0,0,0
313.27,3.30147e-10,-0,1.74944e-13,0,0
313.27,0,0,-0,0,0
313.27,-1.09031e-09,0,-6.67319e-14,0,0
313.27,0,0,-0,0,0
313.27,2.57728e-10,-0,2.85979e-14,0,0
313.27,5.02439e-10,0,-1.3681e-13,0,0
313.27,0,0,-0,0,0
273.151,0.000688692,0,-2.77822e-11,0,0
273.166,0.015335,0,-3.35208e-07,0,0
273.193,0.0268714,0,-7.69182e-07,0,0
273.237,0.0444677,0,-1.50661e-06,0,0
273.304,0.0668804,0,-2.46762e-06,0,0
273.397,0.0926402,0,-3.55084e-06,0,0
273.517,0.12008,0,-4.66637e-06,0,0
273.665,0.147653,0,-5.74525e-06,0,0
273.839,0.174092,0,-6.74e-06,0,0
274.037,0.198454,0,-7.62156e-06,0,0
274.257,0.220115,0,-8.37532e-06,0,0
274.496,0.238719,0,-8.99714e-06,0,0
274.75,0.25413,0,-9.49008e-06,0,0
275.016,0.266374,0,-9.86178e-06,0,0
275.292,0.275593,0,-1.01225e-05,0,0
