273.269,0.118673,-0,1.10624e-05,0,0
273.524,0.255331,-0,2.36696e-05,0,0
273.915,0.391387,-0,3.43318e-05,0,0
274.425,0.510064,-0,4.14293e-05,0,0
275.03,0.604168,-0,4.47639e-05,0,0
275.702,0.672374,-0,4.48784e-05,0,0
276.419,0.716627,-0,4.2587e-05,0,0
277.159,0.740365,-0,3.87073e-05,0,0
277.906,0.747435,-0,3.3936e-05,0,0
278.648,0.741508,-0,2.88096e-05,0,0
279.374,0.725808,-0,2.37093e-05,0,0
280.077,0.703024,-0,1.88854e-05,0,0
280.752,0.675328,-0,1.44865e-05,0,0
281.397,0.644426,-0,1.05863e-05,0,0
282.008,0.611635,-0,7.20704e-06,0,0
282.586,0.577954,-0,4.33697e-06,0,0
283.13,0.544132,-0,1.94362e-06,0,0
283.641,0.510718,0,-1.68052e-08,0,0
284.119,0.478108,0,-1.59298e-06,0,0
284.566,0.446582,0,-2.83427e-06,0,0
284.982,0.416329,0,-3.78802e-06,0,0
285.369,0.38747,0,-4.49813e-06,0,0
285.73,0.360076,0,-5.0042e-06,0,0
286.064,0.334178,0,-5.34134e-06,0,0
286.373,0.309776,0,-5.54017e-06,0,0
286.66,0.286852,0,-5.62711e-06,0,0
286.926,0.265369,0,-5.62473e-06,0,0
287.171,0.245283,0,-5.55208e-06,0,0
287.398,0.226537,0,-5.42519e-06,0,0
287.607,0.209072,0,-5.25739e-06,0,0
287.799,0.192826,0,-5.0597e-06,0,0
287.977,0.177733,0,-4.84116e-06,0,0
288.141,0.16373,0,-4.60912e-06,0,0
288.292,0.150752,0,-4.36952e-06,0,0
288.43,0.138736,0,-4.12708e-06,0,0
288.558,0.127622,0,-3.88555e-06,0,0
273.271,0.121276,-0,1.22122e-05,0,0
273.534,0.262574,-0,2.52184e-05,0,0
273.938,0.40422,-0,3.55006e-05,0,0
274.466,0.528245,-0,4.16146e-05,0,0
275.093,0.626678,-0,4.36529e-05,0,0
275.791,0.697856,-0,4.2438e-05,0,0
276.535,0.743686,-0,3.89906e-05,0,0
277.302,0.767738,-0,3.42487e-05,0,0
278.076,0.774068,-0,2.89532e-05,0,0
278.843,0.766567,-0,2.36305e-05,0,0
279.592,0.748672,-0,1.86186e-05,0,0
280.315,0.723261,-0,1.41087e-05,0,0
281.008,0.692664,-0,1.01868e-05,0,0
281.666,0.658725,-0,6.86872e-06,0,0
282.289,0.622871,-0,4.12666e-06,0,0
282.875,0.586193,-0,1.9089e-06,0,0
283.425,0.549506,-0,1.52664e-07,0,0
283.938,0.513413,0,-1.20737e-06,0,0
284.417,0.478349,0,-2.23401e-06,0,0
284.861,0.444614,0,-2.98475e-06,0,0
285.274,0.412412,0,-3.51053e-06,0,0
285.655,0.381866,0,-3.85538e-06,0,0
286.008,0.353041,0,-4.05669e-06,0,0
286.334,0.325956,0,-4.14573e-06,0,0
286.635,0.300601,0,-4.14834e-06,0,0
286.912,0.276936,0,-4.08565e-06,0,0
287.167,0.254907,0,-3.97475e-06,0,0
287.401,0.234447,0,-3.82938e-06,0,0
287.617,0.215482,0,-3.66044e-06,0,0
287.815,0.197931,0,-3.47651e-06,0,0
287.996,0.181714,0,-3.28428e-06,0,0
288.163,0.166747,0,-3.08889e-06,0,0
288.316,0.15295,0,-2.89426e-06,0,0
288.456,0.140243,0,-2.70328e-06,0,0
288.585,0.128552,0,-2.51806e-06,0,0
288.703,0.117801,0,-2.34009e-06,0,0
288.811,0.107923,0,-2.17036e-06,0,0
288.91,0.0988523,0,-2.00946e-06,0,0
289,0.0905261,0,-1.8577e-06,0,0
289.083,0.0828873,0,-1.71518e-06,0,0
289.159,0.0758818,0,-1.58179e-06,0,0
289.228,0.0694593,0,-1.45734e-06,0,0
289.292,0.0635731,0,-1.34152e-06,0,0
289.35,0.0581799,0,-1.23397e-06,0,0
289.403,0.0532396,0,-1.13429e-06,0,0
289.452,0.0487149,0,-1.04205e-06,0,0
289.497,0.0445718,0,-9.56819e-07,0,0
289.537,0.0407786,0,-8.78163e-07,0,0
289.575,0.0373063,0,-8.05651e-07,0,0
289.609,0.0341282,0,-7.38866e-07,0,0
289.64,0.0312195,0,-6.77407e-07,0,0
289.669,0.0285578,0,-6.20889e-07,0,0
289.695,0.0261222,0,-5.68947e-07,0,0
289.719,0.0238937,0,-5.21239e-07,0,0
289.74,0.0218549,0,-4.77439e-07,0,0
289.76,0.0199896,0,-4.37246e-07,0,0
289.779,0.0182832,0,-4.00377e-07,0,0
289.795,0.0167222,0,-3.66567e-07,0,0
289.811,0.0152943,0,-3.35573e-07,0,0
289.825,0.0139882,0,-3.07167e-07,0,0
289.838,0.0127935,0,-2.81139e-07,0,0
289.849,0.0117008,0,-2.57295e-07,0,0
289.86,0.0107013,0,-2.35456e-07,0,0
289.87,0.00978709,0,-2.15456e-07,0,0
289.879,0.00895097,0,-1.97144e-07,0,0
289.887,0.00818625,0,-1.80378e-07,0,0
289.894,0.00748683,0,-1.65031e-07,0,0
